,area_id,area_name,area_type,year,per_capita_gdp,per_capita_gdp_percent_change
0,310M200US11260,Anchorage Metro Area (AK),region.msa,2001,60944,0.0
1,310M200US11260,Anchorage Metro Area (AK),region.msa,2002,61991,1.7180000000000002
2,310M200US11260,Anchorage Metro Area (AK),region.msa,2003,60795,-1.929
3,310M200US11260,Anchorage Metro Area (AK),region.msa,2004,62375,2.5989999999999998
4,310M200US11260,Anchorage Metro Area (AK),region.msa,2005,63545,1.876
5,310M200US11260,Anchorage Metro Area (AK),region.msa,2006,64537,1.561
6,310M200US11260,Anchorage Metro Area (AK),region.msa,2007,66439,2.947
7,310M200US11260,Anchorage Metro Area (AK),region.msa,2008,66097,-0.515
8,310M200US11260,Anchorage Metro Area (AK),region.msa,2009,71473,8.134
9,310M200US11260,Anchorage Metro Area (AK),region.msa,2010,68842,-3.681
10,310M200US11260,Anchorage Metro Area (AK),region.msa,2011,69496,0.95
11,310M200US11260,Anchorage Metro Area (AK),region.msa,2012,72334,4.084
12,310M200US11260,Anchorage Metro Area (AK),region.msa,2013,69387,-4.074
13,310M200US21820,Fairbanks Metro Area (AK),region.msa,2001,51220,0.0
14,310M200US21820,Fairbanks Metro Area (AK),region.msa,2002,51321,0.19699999999999998
15,310M200US21820,Fairbanks Metro Area (AK),region.msa,2003,53912,5.0489999999999995
16,310M200US21820,Fairbanks Metro Area (AK),region.msa,2004,54346,0.805
17,310M200US21820,Fairbanks Metro Area (AK),region.msa,2005,54572,0.41600000000000004
18,310M200US21820,Fairbanks Metro Area (AK),region.msa,2006,57657,5.653
19,310M200US21820,Fairbanks Metro Area (AK),region.msa,2007,56964,-1.202
20,310M200US21820,Fairbanks Metro Area (AK),region.msa,2008,57379,0.7290000000000001
21,310M200US21820,Fairbanks Metro Area (AK),region.msa,2009,53356,-7.011
22,310M200US21820,Fairbanks Metro Area (AK),region.msa,2010,51426,-3.617
23,310M200US21820,Fairbanks Metro Area (AK),region.msa,2011,52322,1.742
24,310M200US21820,Fairbanks Metro Area (AK),region.msa,2012,51837,-0.927
25,310M200US21820,Fairbanks Metro Area (AK),region.msa,2013,50052,-3.443
26,310M200US13820,Birmingham Metro Area (AL),region.msa,2001,48044,0.0
27,310M200US13820,Birmingham Metro Area (AL),region.msa,2002,49300,2.614
28,310M200US13820,Birmingham Metro Area (AL),region.msa,2003,48831,-0.951
29,310M200US13820,Birmingham Metro Area (AL),region.msa,2004,50335,3.08
30,310M200US13820,Birmingham Metro Area (AL),region.msa,2005,50795,0.914
31,310M200US13820,Birmingham Metro Area (AL),region.msa,2006,49910,-1.742
32,310M200US13820,Birmingham Metro Area (AL),region.msa,2007,49750,-0.321
33,310M200US13820,Birmingham Metro Area (AL),region.msa,2008,49220,-1.065
34,310M200US13820,Birmingham Metro Area (AL),region.msa,2009,45570,-7.416
35,310M200US13820,Birmingham Metro Area (AL),region.msa,2010,46108,1.181
36,310M200US13820,Birmingham Metro Area (AL),region.msa,2011,47568,3.1660000000000004
37,310M200US13820,Birmingham Metro Area (AL),region.msa,2012,49579,4.228
38,310M200US13820,Birmingham Metro Area (AL),region.msa,2013,49034,-1.099
39,310M200US26620,Huntsville Metro Area (AL),region.msa,2001,40468,0.0
40,310M200US26620,Huntsville Metro Area (AL),region.msa,2002,43149,6.625
41,310M200US26620,Huntsville Metro Area (AL),region.msa,2003,46183,7.031000000000001
42,310M200US26620,Huntsville Metro Area (AL),region.msa,2004,48606,5.247000000000001
43,310M200US26620,Huntsville Metro Area (AL),region.msa,2005,49940,2.745
44,310M200US26620,Huntsville Metro Area (AL),region.msa,2006,50473,1.067
45,310M200US26620,Huntsville Metro Area (AL),region.msa,2007,49901,-1.133
46,310M200US26620,Huntsville Metro Area (AL),region.msa,2008,49569,-0.665
47,310M200US26620,Huntsville Metro Area (AL),region.msa,2009,49043,-1.061
48,310M200US26620,Huntsville Metro Area (AL),region.msa,2010,50424,2.8160000000000003
49,310M200US26620,Huntsville Metro Area (AL),region.msa,2011,50185,-0.474
50,310M200US26620,Huntsville Metro Area (AL),region.msa,2012,49935,-0.498
51,310M200US26620,Huntsville Metro Area (AL),region.msa,2013,49675,-0.521
52,310M200US33660,Mobile Metro Area (AL),region.msa,2001,33919,0.0
53,310M200US33660,Mobile Metro Area (AL),region.msa,2002,34018,0.292
54,310M200US33660,Mobile Metro Area (AL),region.msa,2003,34806,2.316
55,310M200US33660,Mobile Metro Area (AL),region.msa,2004,36315,4.335
56,310M200US33660,Mobile Metro Area (AL),region.msa,2005,37371,2.908
57,310M200US33660,Mobile Metro Area (AL),region.msa,2006,39170,4.814
58,310M200US33660,Mobile Metro Area (AL),region.msa,2007,39456,0.73
59,310M200US33660,Mobile Metro Area (AL),region.msa,2008,39155,-0.763
60,310M200US33660,Mobile Metro Area (AL),region.msa,2009,39614,1.172
61,310M200US33660,Mobile Metro Area (AL),region.msa,2010,39792,0.449
62,310M200US33660,Mobile Metro Area (AL),region.msa,2011,39983,0.48
63,310M200US33660,Mobile Metro Area (AL),region.msa,2012,40106,0.308
64,310M200US33660,Mobile Metro Area (AL),region.msa,2013,41261,2.88
65,310M200US33860,Montgomery Metro Area (AL),region.msa,2001,39704,0.0
66,310M200US33860,Montgomery Metro Area (AL),region.msa,2002,40837,2.8539999999999996
67,310M200US33860,Montgomery Metro Area (AL),region.msa,2003,41802,2.363
68,310M200US33860,Montgomery Metro Area (AL),region.msa,2004,43093,3.088
69,310M200US33860,Montgomery Metro Area (AL),region.msa,2005,43672,1.344
70,310M200US33860,Montgomery Metro Area (AL),region.msa,2006,43692,0.046
71,310M200US33860,Montgomery Metro Area (AL),region.msa,2007,42457,-2.827
72,310M200US33860,Montgomery Metro Area (AL),region.msa,2008,42066,-0.9209999999999999
73,310M200US33860,Montgomery Metro Area (AL),region.msa,2009,40630,-3.4139999999999997
74,310M200US33860,Montgomery Metro Area (AL),region.msa,2010,40751,0.298
75,310M200US33860,Montgomery Metro Area (AL),region.msa,2011,40674,-0.18899999999999997
76,310M200US33860,Montgomery Metro Area (AL),region.msa,2012,40963,0.711
77,310M200US33860,Montgomery Metro Area (AL),region.msa,2013,41468,1.2329999999999999
78,310M200US17980,Columbus Metro Area (GA-AL),region.msa,2001,36856,0.0
79,310M200US17980,Columbus Metro Area (GA-AL),region.msa,2002,35535,-3.5839999999999996
80,310M200US17980,Columbus Metro Area (GA-AL),region.msa,2003,37361,5.138999999999999
81,310M200US17980,Columbus Metro Area (GA-AL),region.msa,2004,37066,-0.79
82,310M200US17980,Columbus Metro Area (GA-AL),region.msa,2005,37917,2.296
83,310M200US17980,Columbus Metro Area (GA-AL),region.msa,2006,38199,0.7440000000000001
84,310M200US17980,Columbus Metro Area (GA-AL),region.msa,2007,39745,4.047
85,310M200US17980,Columbus Metro Area (GA-AL),region.msa,2008,39326,-1.054
86,310M200US17980,Columbus Metro Area (GA-AL),region.msa,2009,39611,0.725
87,310M200US17980,Columbus Metro Area (GA-AL),region.msa,2010,40480,2.194
88,310M200US17980,Columbus Metro Area (GA-AL),region.msa,2011,40123,-0.882
89,310M200US17980,Columbus Metro Area (GA-AL),region.msa,2012,39183,-2.343
90,310M200US17980,Columbus Metro Area (GA-AL),region.msa,2013,38250,-2.381
91,310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2001,32207,0.0
92,310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2002,33351,3.552
93,310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2003,35506,6.462000000000001
94,310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2004,37460,5.502999999999999
95,310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2005,38966,4.02
96,310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2006,38364,-1.545
97,310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2007,39551,3.094
98,310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2008,38846,-1.7830000000000001
99,310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2009,38096,-1.931
100,310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2010,39337,3.258
101,310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2011,40051,1.815
102,310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2012,40295,0.609
103,310M200US46220,Tuscaloosa Metro Area (AL),region.msa,2013,40049,-0.61
104,310M200US19300,Daphne Metro Area (AL),region.msa,2001,28294,0.0
105,310M200US19300,Daphne Metro Area (AL),region.msa,2002,28702,1.442
106,310M200US19300,Daphne Metro Area (AL),region.msa,2003,29098,1.38
107,310M200US19300,Daphne Metro Area (AL),region.msa,2004,30679,5.433
108,310M200US19300,Daphne Metro Area (AL),region.msa,2005,30824,0.473
109,310M200US19300,Daphne Metro Area (AL),region.msa,2006,31156,1.077
110,310M200US19300,Daphne Metro Area (AL),region.msa,2007,31652,1.5919999999999999
111,310M200US19300,Daphne Metro Area (AL),region.msa,2008,32015,1.147
112,310M200US19300,Daphne Metro Area (AL),region.msa,2009,30722,-4.039
113,310M200US19300,Daphne Metro Area (AL),region.msa,2010,30320,-1.3090000000000002
114,310M200US19300,Daphne Metro Area (AL),region.msa,2011,29908,-1.359
115,310M200US19300,Daphne Metro Area (AL),region.msa,2012,29762,-0.488
116,310M200US19300,Daphne Metro Area (AL),region.msa,2013,30217,1.5290000000000001
117,310M200US19460,Decatur Metro Area (AL),region.msa,2001,30399,0.0
118,310M200US19460,Decatur Metro Area (AL),region.msa,2002,30021,-1.2429999999999999
119,310M200US19460,Decatur Metro Area (AL),region.msa,2003,31674,5.506
120,310M200US19460,Decatur Metro Area (AL),region.msa,2004,34194,7.956
121,310M200US19460,Decatur Metro Area (AL),region.msa,2005,33496,-2.041
122,310M200US19460,Decatur Metro Area (AL),region.msa,2006,33739,0.725
123,310M200US19460,Decatur Metro Area (AL),region.msa,2007,33828,0.264
124,310M200US19460,Decatur Metro Area (AL),region.msa,2008,33281,-1.617
125,310M200US19460,Decatur Metro Area (AL),region.msa,2009,31750,-4.6
126,310M200US19460,Decatur Metro Area (AL),region.msa,2010,32263,1.6159999999999999
127,310M200US19460,Decatur Metro Area (AL),region.msa,2011,31303,-2.9760000000000004
128,310M200US19460,Decatur Metro Area (AL),region.msa,2012,32636,4.258
129,310M200US19460,Decatur Metro Area (AL),region.msa,2013,33008,1.14
130,310M200US22520,Florence Metro Area (AL),region.msa,2001,24589,0.0
131,310M200US22520,Florence Metro Area (AL),region.msa,2002,24657,0.27699999999999997
132,310M200US22520,Florence Metro Area (AL),region.msa,2003,25619,3.9019999999999997
133,310M200US22520,Florence Metro Area (AL),region.msa,2004,26535,3.575
134,310M200US22520,Florence Metro Area (AL),region.msa,2005,27278,2.8
135,310M200US22520,Florence Metro Area (AL),region.msa,2006,27638,1.32
136,310M200US22520,Florence Metro Area (AL),region.msa,2007,27108,-1.9180000000000001
137,310M200US22520,Florence Metro Area (AL),region.msa,2008,26581,-1.944
138,310M200US22520,Florence Metro Area (AL),region.msa,2009,26474,-0.40299999999999997
139,310M200US22520,Florence Metro Area (AL),region.msa,2010,27266,2.992
140,310M200US22520,Florence Metro Area (AL),region.msa,2011,27260,-0.022000000000000002
141,310M200US22520,Florence Metro Area (AL),region.msa,2012,27868,2.23
142,310M200US22520,Florence Metro Area (AL),region.msa,2013,28881,3.635
143,310M200US20020,Dothan Metro Area (AL),region.msa,2001,30320,0.0
144,310M200US20020,Dothan Metro Area (AL),region.msa,2002,32597,7.51
145,310M200US20020,Dothan Metro Area (AL),region.msa,2003,33253,2.012
146,310M200US20020,Dothan Metro Area (AL),region.msa,2004,34416,3.497
147,310M200US20020,Dothan Metro Area (AL),region.msa,2005,35570,3.353
148,310M200US20020,Dothan Metro Area (AL),region.msa,2006,35178,-1.102
149,310M200US20020,Dothan Metro Area (AL),region.msa,2007,34014,-3.3089999999999997
150,310M200US20020,Dothan Metro Area (AL),region.msa,2008,31840,-6.391
151,310M200US20020,Dothan Metro Area (AL),region.msa,2009,30396,-4.535
152,310M200US20020,Dothan Metro Area (AL),region.msa,2010,30882,1.599
153,310M200US20020,Dothan Metro Area (AL),region.msa,2011,30186,-2.254
154,310M200US20020,Dothan Metro Area (AL),region.msa,2012,30518,1.1
155,310M200US20020,Dothan Metro Area (AL),region.msa,2013,31029,1.6740000000000002
156,310M200US12220,Auburn Metro Area (AL),region.msa,2001,24292,0.0
157,310M200US12220,Auburn Metro Area (AL),region.msa,2002,25034,3.055
158,310M200US12220,Auburn Metro Area (AL),region.msa,2003,25624,2.3569999999999998
159,310M200US12220,Auburn Metro Area (AL),region.msa,2004,27240,6.307
160,310M200US12220,Auburn Metro Area (AL),region.msa,2005,27618,1.3880000000000001
161,310M200US12220,Auburn Metro Area (AL),region.msa,2006,27908,1.05
162,310M200US12220,Auburn Metro Area (AL),region.msa,2007,27683,-0.8059999999999999
163,310M200US12220,Auburn Metro Area (AL),region.msa,2008,28062,1.369
164,310M200US12220,Auburn Metro Area (AL),region.msa,2009,26643,-5.0569999999999995
165,310M200US12220,Auburn Metro Area (AL),region.msa,2010,27303,2.477
166,310M200US12220,Auburn Metro Area (AL),region.msa,2011,28134,3.0439999999999996
167,310M200US12220,Auburn Metro Area (AL),region.msa,2012,28197,0.22399999999999998
168,310M200US12220,Auburn Metro Area (AL),region.msa,2013,28445,0.88
169,310M200US11500,Anniston Metro Area (AL),region.msa,2001,27691,0.0
170,310M200US11500,Anniston Metro Area (AL),region.msa,2002,28761,3.864
171,310M200US11500,Anniston Metro Area (AL),region.msa,2003,29931,4.0680000000000005
172,310M200US11500,Anniston Metro Area (AL),region.msa,2004,31999,6.909
173,310M200US11500,Anniston Metro Area (AL),region.msa,2005,32872,2.728
174,310M200US11500,Anniston Metro Area (AL),region.msa,2006,33021,0.45299999999999996
175,310M200US11500,Anniston Metro Area (AL),region.msa,2007,33900,2.662
176,310M200US11500,Anniston Metro Area (AL),region.msa,2008,33785,-0.33899999999999997
177,310M200US11500,Anniston Metro Area (AL),region.msa,2009,31626,-6.39
178,310M200US11500,Anniston Metro Area (AL),region.msa,2010,31894,0.847
179,310M200US11500,Anniston Metro Area (AL),region.msa,2011,31464,-1.348
180,310M200US11500,Anniston Metro Area (AL),region.msa,2012,30903,-1.7830000000000001
181,310M200US11500,Anniston Metro Area (AL),region.msa,2013,30136,-2.4819999999999998
182,310M200US23460,Gadsden Metro Area (AL),region.msa,2001,23881,0.0
183,310M200US23460,Gadsden Metro Area (AL),region.msa,2002,24406,2.198
184,310M200US23460,Gadsden Metro Area (AL),region.msa,2003,24860,1.86
185,310M200US23460,Gadsden Metro Area (AL),region.msa,2004,25718,3.451
186,310M200US23460,Gadsden Metro Area (AL),region.msa,2005,26076,1.392
187,310M200US23460,Gadsden Metro Area (AL),region.msa,2006,25919,-0.602
188,310M200US23460,Gadsden Metro Area (AL),region.msa,2007,25404,-1.9869999999999999
189,310M200US23460,Gadsden Metro Area (AL),region.msa,2008,25115,-1.138
190,310M200US23460,Gadsden Metro Area (AL),region.msa,2009,24421,-2.763
191,310M200US23460,Gadsden Metro Area (AL),region.msa,2010,24677,1.048
192,310M200US23460,Gadsden Metro Area (AL),region.msa,2011,25296,2.508
193,310M200US23460,Gadsden Metro Area (AL),region.msa,2012,24897,-1.577
194,310M200US23460,Gadsden Metro Area (AL),region.msa,2013,24225,-2.699
195,310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2001,49324,0.0
196,310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2002,50771,2.9339999999999997
197,310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2003,51201,0.847
198,310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2004,51874,1.314
199,310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2005,51894,0.039
200,310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2006,51676,-0.42
201,310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2007,51122,-1.072
202,310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2008,49121,-3.9139999999999997
203,310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2009,46810,-4.705
204,310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2010,46534,-0.59
205,310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2011,46411,-0.264
206,310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2012,47075,1.431
207,310M200US32820,Memphis Metro Area (TN-MS-AR),region.msa,2013,47014,-0.13
208,310M200US30780,Little Rock Metro Area (AR),region.msa,2001,42596,0.0
209,310M200US30780,Little Rock Metro Area (AR),region.msa,2002,43591,2.336
210,310M200US30780,Little Rock Metro Area (AR),region.msa,2003,44242,1.493
211,310M200US30780,Little Rock Metro Area (AR),region.msa,2004,45557,2.972
212,310M200US30780,Little Rock Metro Area (AR),region.msa,2005,49258,8.124
213,310M200US30780,Little Rock Metro Area (AR),region.msa,2006,50818,3.167
214,310M200US30780,Little Rock Metro Area (AR),region.msa,2007,54713,7.665
215,310M200US30780,Little Rock Metro Area (AR),region.msa,2008,54271,-0.8079999999999999
216,310M200US30780,Little Rock Metro Area (AR),region.msa,2009,54395,0.228
217,310M200US30780,Little Rock Metro Area (AR),region.msa,2010,53561,-1.5330000000000001
218,310M200US30780,Little Rock Metro Area (AR),region.msa,2011,54010,0.838
219,310M200US30780,Little Rock Metro Area (AR),region.msa,2012,53443,-1.05
220,310M200US30780,Little Rock Metro Area (AR),region.msa,2013,53321,-0.228
221,310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2001,37968,0.0
222,310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2002,39655,4.4430000000000005
223,310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2003,41886,5.626
224,310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2004,43774,4.507
225,310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2005,45129,3.095
226,310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2006,45009,-0.266
227,310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2007,42751,-5.0169999999999995
228,310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2008,43005,0.594
229,310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2009,40336,-6.206
230,310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2010,43217,7.143
231,310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2011,44321,2.555
232,310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2012,44376,0.124
233,310M200US22220,Fayetteville Metro Area (AR-MO),region.msa,2013,45924,3.488
234,310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2001,31922,0.0
235,310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2002,32349,1.338
236,310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2003,33804,4.498
237,310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2004,34716,2.698
238,310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2005,36765,5.902
239,310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2006,38035,3.4539999999999997
240,310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2007,35667,-6.226
241,310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2008,35294,-1.046
242,310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2009,32939,-6.672999999999999
243,310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2010,34174,3.7489999999999997
244,310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2011,33987,-0.547
245,310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2012,34239,0.741
246,310M200US22900,Fort Smith Metro Area (AR-OK),region.msa,2013,34918,1.983
247,310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2001,28788,0.0
248,310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2002,29534,2.591
249,310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2003,30701,3.951
250,310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2004,32169,4.782
251,310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2005,32792,1.9369999999999998
252,310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2006,33268,1.452
253,310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2007,33479,0.634
254,310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2008,33312,-0.499
255,310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2009,32341,-2.915
256,310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2010,32819,1.4780000000000002
257,310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2011,32503,-0.963
258,310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2012,32704,0.618
259,310M200US45500,Texarkana Metro Area (TX-AR),region.msa,2013,31846,-2.6239999999999997
260,310M200US27860,Jonesboro Metro Area (AR),region.msa,2001,31741,0.0
261,310M200US27860,Jonesboro Metro Area (AR),region.msa,2002,31804,0.198
262,310M200US27860,Jonesboro Metro Area (AR),region.msa,2003,33780,6.212999999999999
263,310M200US27860,Jonesboro Metro Area (AR),region.msa,2004,34920,3.375
264,310M200US27860,Jonesboro Metro Area (AR),region.msa,2005,36083,3.33
265,310M200US27860,Jonesboro Metro Area (AR),region.msa,2006,36241,0.43799999999999994
266,310M200US27860,Jonesboro Metro Area (AR),region.msa,2007,34179,-5.69
267,310M200US27860,Jonesboro Metro Area (AR),region.msa,2008,35843,4.868
268,310M200US27860,Jonesboro Metro Area (AR),region.msa,2009,34525,-3.677
269,310M200US27860,Jonesboro Metro Area (AR),region.msa,2010,36327,5.218999999999999
270,310M200US27860,Jonesboro Metro Area (AR),region.msa,2011,35538,-2.1719999999999997
271,310M200US27860,Jonesboro Metro Area (AR),region.msa,2012,36391,2.4
272,310M200US27860,Jonesboro Metro Area (AR),region.msa,2013,36159,-0.638
273,310M200US38220,Pine Bluff Metro Area (AR),region.msa,2001,28616,0.0
274,310M200US38220,Pine Bluff Metro Area (AR),region.msa,2002,28879,0.919
275,310M200US38220,Pine Bluff Metro Area (AR),region.msa,2003,29761,3.054
276,310M200US38220,Pine Bluff Metro Area (AR),region.msa,2004,31040,4.298
277,310M200US38220,Pine Bluff Metro Area (AR),region.msa,2005,31352,1.005
278,310M200US38220,Pine Bluff Metro Area (AR),region.msa,2006,32312,3.062
279,310M200US38220,Pine Bluff Metro Area (AR),region.msa,2007,31170,-3.534
280,310M200US38220,Pine Bluff Metro Area (AR),region.msa,2008,31207,0.11900000000000001
281,310M200US38220,Pine Bluff Metro Area (AR),region.msa,2009,30311,-2.8710000000000004
282,310M200US38220,Pine Bluff Metro Area (AR),region.msa,2010,31209,2.963
283,310M200US38220,Pine Bluff Metro Area (AR),region.msa,2011,30922,-0.92
284,310M200US38220,Pine Bluff Metro Area (AR),region.msa,2012,31882,3.105
285,310M200US38220,Pine Bluff Metro Area (AR),region.msa,2013,31366,-1.618
286,310M200US26300,Hot Springs Metro Area (AR),region.msa,2001,27195,0.0
287,310M200US26300,Hot Springs Metro Area (AR),region.msa,2002,27159,-0.132
288,310M200US26300,Hot Springs Metro Area (AR),region.msa,2003,27568,1.506
289,310M200US26300,Hot Springs Metro Area (AR),region.msa,2004,28489,3.341
290,310M200US26300,Hot Springs Metro Area (AR),region.msa,2005,29611,3.938
291,310M200US26300,Hot Springs Metro Area (AR),region.msa,2006,29525,-0.29
292,310M200US26300,Hot Springs Metro Area (AR),region.msa,2007,28529,-3.373
293,310M200US26300,Hot Springs Metro Area (AR),region.msa,2008,28853,1.136
294,310M200US26300,Hot Springs Metro Area (AR),region.msa,2009,27423,-4.956
295,310M200US26300,Hot Springs Metro Area (AR),region.msa,2010,28844,5.182
296,310M200US26300,Hot Springs Metro Area (AR),region.msa,2011,29623,2.701
297,310M200US26300,Hot Springs Metro Area (AR),region.msa,2012,30296,2.272
298,310M200US26300,Hot Springs Metro Area (AR),region.msa,2013,30802,1.67
299,310M200US38060,Phoenix Metro Area (AZ),region.msa,2001,45250,0.0
300,310M200US38060,Phoenix Metro Area (AZ),region.msa,2002,45631,0.8420000000000001
301,310M200US38060,Phoenix Metro Area (AZ),region.msa,2003,47190,3.417
302,310M200US38060,Phoenix Metro Area (AZ),region.msa,2004,47598,0.865
303,310M200US38060,Phoenix Metro Area (AZ),region.msa,2005,49581,4.166
304,310M200US38060,Phoenix Metro Area (AZ),region.msa,2006,50766,2.39
305,310M200US38060,Phoenix Metro Area (AZ),region.msa,2007,50621,-0.28600000000000003
306,310M200US38060,Phoenix Metro Area (AZ),region.msa,2008,48067,-5.045
307,310M200US38060,Phoenix Metro Area (AZ),region.msa,2009,43335,-9.845
308,310M200US38060,Phoenix Metro Area (AZ),region.msa,2010,43156,-0.413
309,310M200US38060,Phoenix Metro Area (AZ),region.msa,2011,44214,2.452
310,310M200US38060,Phoenix Metro Area (AZ),region.msa,2012,44977,1.726
311,310M200US38060,Phoenix Metro Area (AZ),region.msa,2013,44803,-0.387
312,310M200US46060,Tucson Metro Area (AZ),region.msa,2001,33194,0.0
313,310M200US46060,Tucson Metro Area (AZ),region.msa,2002,32448,-2.247
314,310M200US46060,Tucson Metro Area (AZ),region.msa,2003,33991,4.755
315,310M200US46060,Tucson Metro Area (AZ),region.msa,2004,34015,0.071
316,310M200US46060,Tucson Metro Area (AZ),region.msa,2005,35242,3.6069999999999998
317,310M200US46060,Tucson Metro Area (AZ),region.msa,2006,35890,1.839
318,310M200US46060,Tucson Metro Area (AZ),region.msa,2007,36945,2.94
319,310M200US46060,Tucson Metro Area (AZ),region.msa,2008,35951,-2.69
320,310M200US46060,Tucson Metro Area (AZ),region.msa,2009,33212,-7.619
321,310M200US46060,Tucson Metro Area (AZ),region.msa,2010,33187,-0.075
322,310M200US46060,Tucson Metro Area (AZ),region.msa,2011,32827,-1.085
323,310M200US46060,Tucson Metro Area (AZ),region.msa,2012,33502,2.056
324,310M200US46060,Tucson Metro Area (AZ),region.msa,2013,33471,-0.09300000000000001
325,310M200US39140,Prescott Metro Area (AZ),region.msa,2001,22061,0.0
326,310M200US39140,Prescott Metro Area (AZ),region.msa,2002,22166,0.47600000000000003
327,310M200US39140,Prescott Metro Area (AZ),region.msa,2003,23024,3.8710000000000004
328,310M200US39140,Prescott Metro Area (AZ),region.msa,2004,23232,0.903
329,310M200US39140,Prescott Metro Area (AZ),region.msa,2005,24660,6.147
330,310M200US39140,Prescott Metro Area (AZ),region.msa,2006,25979,5.349
331,310M200US39140,Prescott Metro Area (AZ),region.msa,2007,25829,-0.5770000000000001
332,310M200US39140,Prescott Metro Area (AZ),region.msa,2008,23778,-7.941
333,310M200US39140,Prescott Metro Area (AZ),region.msa,2009,21526,-9.471
334,310M200US39140,Prescott Metro Area (AZ),region.msa,2010,20729,-3.702
335,310M200US39140,Prescott Metro Area (AZ),region.msa,2011,20244,-2.34
336,310M200US39140,Prescott Metro Area (AZ),region.msa,2012,20668,2.094
337,310M200US39140,Prescott Metro Area (AZ),region.msa,2013,20869,0.973
338,310M200US29420,Lake Havasu City Metro Area (AZ),region.msa,2001,19063,0.0
339,310M200US29420,Lake Havasu City Metro Area (AZ),region.msa,2002,19513,2.3609999999999998
340,310M200US29420,Lake Havasu City Metro Area (AZ),region.msa,2003,20109,3.054
341,310M200US29420,Lake Havasu City Metro Area (AZ),region.msa,2004,20029,-0.39799999999999996
342,310M200US29420,Lake Havasu City Metro Area (AZ),region.msa,2005,20713,3.415
343,310M200US29420,Lake Havasu City Metro Area (AZ),region.msa,2006,21849,5.484
344,310M200US29420,Lake Havasu City Metro Area (AZ),region.msa,2007,21567,-1.291
345,310M200US29420,Lake Havasu City Metro Area (AZ),region.msa,2008,19782,-8.277000000000001
346,310M200US29420,Lake Havasu City Metro Area (AZ),region.msa,2009,17916,-9.433
