,area_id,area_type,year,Aggravated assault,All Crimes,Burglary,Larceny,Motor vehicle theft,Murder and nonnegligent manslaughter,Property crime,Rape (revised definition),Robbery,Violent crime,City,State
58570,1600000US4841800,region.place,2014,0.0,32.0,1.0,15.0,0.0,0,16.0,0.0,0.0,0.0,Lavon,TX
58727,1600000US4811212,region.place,2014,0.0,68.0,6.0,24.0,4.0,0,34.0,0.0,0.0,0.0,Bullard,TX
58781,1600000US4835732,region.place,2014,0.0,36.0,5.0,7.0,2.0,0,14.0,4.0,0.0,4.0,Idalou,TX
58790,1600000US4867136,region.place,2014,0.0,10.0,2.0,0.0,3.0,0,5.0,0.0,0.0,0.0,Shallowater,TX
59000,1600000US4853988,region.place,2014,0.0,100.0,9.0,36.0,5.0,0,50.0,0.0,0.0,0.0,Olmos Park,TX
59018,1600000US4854960,region.place,2014,0.0,40.0,7.0,10.0,3.0,0,20.0,0.0,0.0,0.0,Panhandle,TX
59026,1600000US4828080,region.place,2014,0.0,16.0,2.0,4.0,2.0,0,8.0,0.0,0.0,0.0,Ganado,TX
59045,1600000US4870544,region.place,2014,0.0,12.0,2.0,2.0,1.0,0,5.0,0.0,1.0,1.0,Stratford,TX
60220,1600000US5109656,region.place,2014,0.0,30.0,0.0,11.0,3.0,0,14.0,1.0,0.0,1.0,Bridgewater,VA
60253,1600000US5123760,region.place,2013,0.0,226.0,21.0,81.0,11.0,0,113.0,0.0,0.0,0.0,Dumfries,VA
60262,1600000US5147528,region.place,2013,0.0,212.0,13.0,85.0,5.0,0,103.0,2.0,1.0,3.0,Luray,VA
60332,1600000US5110040,region.place,2013,0.0,18.0,4.0,5.0,0.0,0,9.0,0.0,0.0,0.0,Broadway,VA
60333,1600000US5110040,region.place,2014,0.0,26.0,5.0,7.0,1.0,0,13.0,0.0,0.0,0.0,Broadway,VA
60378,1600000US5184960,region.place,2014,0.0,66.0,3.0,30.0,0.0,0,33.0,0.0,0.0,0.0,West Point,VA
60412,1600000US5125408,region.place,2013,0.0,62.0,4.0,24.0,3.0,0,31.0,0.0,0.0,0.0,Elkton,VA
60430,1600000US5133488,region.place,2013,0.0,44.0,3.0,19.0,0.0,0,22.0,0.0,0.0,0.0,Grottoes,VA
60448,1600000US5123648,region.place,2013,0.0,96.0,5.0,36.0,5.0,0,46.0,2.0,0.0,2.0,Dublin,VA
60461,1600000US5101672,region.place,2013,0.0,58.0,6.0,19.0,2.0,0,27.0,2.0,0.0,2.0,Amherst,VA
60469,1600000US5178736,region.place,2013,0.0,12.0,2.0,4.0,0.0,0,6.0,0.0,0.0,0.0,Timberville,VA
60470,1600000US5178736,region.place,2014,0.0,34.0,4.0,12.0,1.0,0,17.0,0.0,0.0,0.0,Timberville,VA
60536,1600000US5155848,region.place,2013,0.0,42.0,3.0,17.0,1.0,0,21.0,0.0,0.0,0.0,New Market,VA
60537,1600000US5155848,region.place,2014,0.0,62.0,0.0,28.0,2.0,0,30.0,1.0,0.0,1.0,New Market,VA
60546,1600000US5175024,region.place,2014,0.0,64.0,3.0,28.0,0.0,0,31.0,0.0,1.0,1.0,Stanley,VA
60563,1600000US5175344,region.place,2013,0.0,102.0,7.0,41.0,3.0,0,51.0,0.0,0.0,0.0,Stephens City,VA
60572,1600000US5116480,region.place,2013,0.0,72.0,4.0,30.0,2.0,0,36.0,0.0,0.0,0.0,Chilhowie,VA
60581,1600000US5181024,region.place,2013,0.0,36.0,5.0,13.0,0.0,0,18.0,0.0,0.0,0.0,Victoria,VA
60631,1600000US5121648,region.place,2013,0.0,24.0,3.0,9.0,0.0,0,12.0,0.0,0.0,0.0,Dayton,VA
60632,1600000US5121648,region.place,2014,0.0,28.0,3.0,11.0,0.0,0,14.0,0.0,0.0,0.0,Dayton,VA
60646,1600000US5131936,region.place,2013,0.0,40.0,0.0,18.0,1.0,0,19.0,0.0,1.0,1.0,Gordonsville,VA
60647,1600000US5131936,region.place,2014,0.0,44.0,5.0,16.0,0.0,0,21.0,1.0,0.0,1.0,Gordonsville,VA
60654,1600000US5142424,region.place,2013,0.0,76.0,2.0,33.0,0.0,0,35.0,2.0,1.0,3.0,Kilmarnock,VA
60655,1600000US5142424,region.place,2014,0.0,92.0,4.0,41.0,0.0,0,45.0,0.0,1.0,1.0,Kilmarnock,VA
60661,1600000US5169456,region.place,2013,0.0,18.0,0.0,9.0,0.0,0,9.0,0.0,0.0,0.0,Rural Retreat,VA
60662,1600000US5169456,region.place,2014,0.0,22.0,2.0,9.0,0.0,0,11.0,0.0,0.0,0.0,Rural Retreat,VA
60670,1600000US5183808,region.place,2013,0.0,22.0,2.0,8.0,1.0,0,11.0,0.0,0.0,0.0,Weber City,VA
60671,1600000US5183808,region.place,2014,0.0,44.0,2.0,19.0,0.0,0,21.0,1.0,0.0,1.0,Weber City,VA
60680,1600000US5138280,region.place,2014,0.0,2.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,Honaker,VA
60700,1600000US5144520,region.place,2013,0.0,58.0,8.0,17.0,2.0,0,27.0,2.0,0.0,2.0,Lawrenceville,VA
60709,1600000US5135976,region.place,2013,0.0,46.0,0.0,23.0,0.0,0,23.0,0.0,0.0,0.0,Haymarket,VA
60733,1600000US5159336,region.place,2013,0.0,60.0,4.0,26.0,0.0,0,30.0,0.0,0.0,0.0,Onancock,VA
60750,1600000US5134064,region.place,2014,0.0,34.0,1.0,16.0,0.0,0,17.0,0.0,0.0,0.0,Halifax,VA
60758,1600000US5141272,region.place,2013,0.0,26.0,0.0,13.0,0.0,0,13.0,0.0,0.0,0.0,Jonesville,VA
60759,1600000US5141272,region.place,2014,0.0,68.0,5.0,27.0,0.0,0,32.0,1.0,1.0,2.0,Jonesville,VA
60773,1600000US5139224,region.place,2013,0.0,4.0,0.0,2.0,0.0,0,2.0,0.0,0.0,0.0,Hurt,VA
60781,1600000US5139528,region.place,2013,0.0,12.0,0.0,5.0,0.0,0,5.0,0.0,1.0,1.0,Independence,VA
60782,1600000US5139528,region.place,2014,0.0,18.0,0.0,8.0,0.0,0,8.0,0.0,1.0,1.0,Independence,VA
60787,1600000US5133648,region.place,2013,0.0,18.0,0.0,8.0,1.0,0,9.0,0.0,0.0,0.0,Grundy,VA
60806,1600000US5125008,region.place,2013,0.0,34.0,3.0,14.0,0.0,0,17.0,0.0,0.0,0.0,Edinburg,VA
60807,1600000US5125008,region.place,2014,0.0,12.0,1.0,4.0,0.0,0,5.0,1.0,0.0,1.0,Edinburg,VA
60822,1600000US5151512,region.place,2014,0.0,72.0,5.0,30.0,0.0,0,35.0,1.0,0.0,1.0,Middletown,VA
60827,1600000US5108888,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Bowling Green,VA
60828,1600000US5108888,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Bowling Green,VA
60835,1600000US5115000,region.place,2013,0.0,18.0,0.0,9.0,0.0,0,9.0,0.0,0.0,0.0,Chatham,VA
60836,1600000US5115000,region.place,2014,0.0,14.0,0.0,5.0,2.0,0,7.0,0.0,0.0,0.0,Chatham,VA
60858,1600000US5183168,region.place,2013,0.0,12.0,0.0,5.0,1.0,0,6.0,0.0,0.0,0.0,Warsaw,VA
60868,1600000US5112808,region.place,2014,0.0,54.0,1.0,25.0,1.0,0,27.0,0.0,0.0,0.0,Cape Charles,VA
60875,1600000US5158696,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Occoquan,VA
60876,1600000US5158696,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Occoquan,VA
60905,1600000US5109032,region.place,2013,0.0,20.0,1.0,8.0,1.0,0,10.0,0.0,0.0,0.0,Boykins,VA
60906,1600000US5109032,region.place,2014,0.0,24.0,0.0,12.0,0.0,0,12.0,0.0,0.0,0.0,Boykins,VA
60912,1600000US5163288,region.place,2013,0.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,Pocahontas,VA
60920,1600000US5151448,region.place,2013,0.0,20.0,2.0,8.0,0.0,0,10.0,0.0,0.0,0.0,Middleburg,VA
60921,1600000US5151448,region.place,2014,0.0,54.0,2.0,25.0,0.0,0,27.0,0.0,0.0,0.0,Middleburg,VA
60932,1600000US5143176,region.place,2013,0.0,4.0,1.0,1.0,0.0,0,2.0,0.0,0.0,0.0,La Crosse,VA
60939,1600000US5159384,region.place,2013,0.0,14.0,1.0,5.0,1.0,0,7.0,0.0,0.0,0.0,Onley,VA
60940,1600000US5159384,region.place,2014,0.0,22.0,1.0,10.0,0.0,0,11.0,0.0,0.0,0.0,Onley,VA
60949,1600000US5165120,region.place,2013,0.0,6.0,1.0,1.0,1.0,0,3.0,0.0,0.0,0.0,Quantico,VA
60950,1600000US5165120,region.place,2014,0.0,14.0,1.0,6.0,0.0,0,7.0,0.0,0.0,0.0,Quantico,VA
60956,1600000US5136008,region.place,2013,0.0,20.0,1.0,9.0,0.0,0,10.0,0.0,0.0,0.0,Haysi,VA
60957,1600000US5136008,region.place,2014,0.0,22.0,1.0,10.0,0.0,0,11.0,0.0,0.0,0.0,Haysi,VA
60959,1600000US5108120,region.place,2013,0.0,2.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,Bloxom,VA
60974,1600000US5185600,region.place,2014,0.0,2.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,White Stone,VA
60982,1600000US5131376,region.place,2014,0.0,12.0,1.0,5.0,0.0,0,6.0,0.0,0.0,0.0,Glen Lyn,VA
61147,1600000US5076900,region.place,2014,0.0,36.0,1.0,17.0,0.0,0,18.0,0.0,0.0,0.0,Waterbury,VT
61199,1600000US5052825,region.place,2013,0.0,102.0,18.0,29.0,4.0,0,51.0,0.0,0.0,0.0,Norwich,VT
61207,1600000US5085900,region.place,2013,0.0,50.0,3.0,22.0,0.0,0,25.0,0.0,0.0,0.0,Woodstock,VT
61213,1600000US5007225,region.place,2013,0.0,130.0,8.0,55.0,1.0,0,64.0,0.0,1.0,1.0,Bradford,VT
61245,1600000US5084625,region.place,2014,0.0,94.0,17.0,29.0,1.0,0,47.0,0.0,0.0,0.0,Wilmington,VT
61253,1600000US5059200,region.place,2013,0.0,126.0,23.0,39.0,1.0,0,63.0,0.0,0.0,0.0,Richmond,VT
62119,1600000US5363280,region.place,2013,0.0,202.0,31.0,64.0,6.0,0,101.0,0.0,0.0,0.0,Selah,WA
62120,1600000US5363280,region.place,2014,0.0,186.0,18.0,68.0,5.0,0,91.0,1.0,1.0,2.0,Selah,WA
62197,1600000US5349415,region.place,2013,0.0,328.0,34.0,115.0,14.0,0,163.0,1.0,0.0,1.0,Normandy Park,WA
62215,1600000US5300905,region.place,2013,0.0,678.0,72.0,213.0,48.0,0,333.0,0.0,6.0,6.0,Airway Heights,WA
62216,1600000US5300905,region.place,2014,0.0,664.0,55.0,226.0,45.0,0,326.0,1.0,5.0,6.0,Airway Heights,WA
62224,1600000US5307940,region.place,2013,0.0,178.0,34.0,40.0,12.0,0,86.0,0.0,3.0,3.0,Brier,WA
62286,1600000US5358410,region.place,2013,0.0,134.0,8.0,56.0,2.0,0,66.0,0.0,1.0,1.0,Ridgefield,WA
62359,1600000US5306330,region.place,2013,0.0,134.0,11.0,49.0,7.0,0,67.0,0.0,0.0,0.0,Black Diamond,WA
62360,1600000US5306330,region.place,2014,0.0,94.0,15.0,29.0,2.0,0,46.0,1.0,0.0,1.0,Black Diamond,WA
62368,1600000US5346895,region.place,2013,0.0,126.0,14.0,43.0,6.0,0,63.0,0.0,0.0,0.0,Montesano,WA
62411,1600000US5327960,region.place,2013,0.0,112.0,15.0,29.0,10.0,0,54.0,2.0,0.0,2.0,Granger,WA
62438,1600000US5301290,region.place,2013,0.0,146.0,22.0,42.0,9.0,0,73.0,0.0,0.0,0.0,Algona,WA
62439,1600000US5301290,region.place,2014,0.0,170.0,29.0,44.0,11.0,0,84.0,1.0,0.0,1.0,Algona,WA
62448,1600000US5380500,region.place,2014,0.0,138.0,14.0,46.0,9.0,0,69.0,0.0,0.0,0.0,Zillah,WA
62457,1600000US5344725,region.place,2014,0.0,140.0,8.0,53.0,9.0,0,70.0,0.0,0.0,0.0,Medina,WA
62466,1600000US5336710,region.place,2014,0.0,62.0,2.0,27.0,2.0,0,31.0,0.0,0.0,0.0,La Center,WA
62491,1600000US5320260,region.place,2014,0.0,128.0,17.0,40.0,6.0,1,63.0,0.0,0.0,1.0,Eatonville,WA
62544,1600000US5340980,region.place,2013,0.0,76.0,8.0,24.0,6.0,0,38.0,0.0,0.0,0.0,Mabton,WA
62570,1600000US5378330,region.place,2013,0.0,86.0,5.0,37.0,1.0,0,43.0,0.0,0.0,0.0,White Salmon,WA
62600,1600000US5347980,region.place,2014,0.0,66.0,4.0,23.0,5.0,0,32.0,1.0,0.0,1.0,Napavine,WA
62608,1600000US5351970,region.place,2013,0.0,228.0,37.0,72.0,4.0,0,113.0,1.0,0.0,1.0,Oroville,WA
62618,1600000US5358725,region.place,2014,0.0,108.0,15.0,36.0,3.0,0,54.0,0.0,0.0,0.0,Ritzville,WA
62625,1600000US5341225,region.place,2013,0.0,8.0,3.0,1.0,0.0,0,4.0,0.0,0.0,0.0,McCleary,WA
62632,1600000US5379275,region.place,2013,0.0,122.0,12.0,48.0,1.0,0,61.0,0.0,0.0,0.0,Winlock,WA
62633,1600000US5379275,region.place,2014,0.0,102.0,7.0,41.0,3.0,0,51.0,0.0,0.0,0.0,Winlock,WA
62648,1600000US5365625,region.place,2014,0.0,12.0,3.0,1.0,2.0,0,6.0,0.0,0.0,0.0,South Bend,WA
62656,1600000US5377630,region.place,2013,0.0,106.0,12.0,36.0,5.0,0,53.0,0.0,0.0,0.0,Westport,WA
62673,1600000US5314870,region.place,2013,0.0,52.0,6.0,20.0,0.0,0,26.0,0.0,0.0,0.0,Cosmopolis,WA
62674,1600000US5314870,region.place,2014,0.0,98.0,3.0,46.0,0.0,0,49.0,0.0,0.0,0.0,Cosmopolis,WA
62683,1600000US5335485,region.place,2014,0.0,70.0,9.0,20.0,6.0,0,35.0,0.0,0.0,0.0,Kettle Falls,WA
62697,1600000US5315115,region.place,2014,0.0,26.0,0.0,8.0,5.0,0,13.0,0.0,0.0,0.0,Coulee Dam,WA
62703,1600000US5336045,region.place,2013,0.0,56.0,10.0,17.0,0.0,0,27.0,0.0,1.0,1.0,Kittitas,WA
62712,1600000US5379835,region.place,2013,0.0,56.0,6.0,22.0,0.0,0,28.0,0.0,0.0,0.0,Woodway,WA
62713,1600000US5379835,region.place,2014,0.0,58.0,13.0,15.0,1.0,0,29.0,0.0,0.0,0.0,Woodway,WA
62742,1600000US5368330,region.place,2014,0.0,60.0,7.0,21.0,1.0,0,29.0,1.0,0.0,1.0,Sumas,WA
62758,1600000US5380150,region.place,2013,0.0,4.0,1.0,1.0,0.0,0,2.0,0.0,0.0,0.0,Yarrow Point,WA
62759,1600000US5380150,region.place,2014,0.0,20.0,0.0,9.0,1.0,0,10.0,0.0,0.0,0.0,Yarrow Point,WA
62772,1600000US5371400,region.place,2014,0.0,50.0,9.0,12.0,4.0,0,25.0,0.0,0.0,0.0,Tieton,WA
62785,1600000US5352950,region.place,2013,0.0,10.0,2.0,3.0,0.0,0,5.0,0.0,0.0,0.0,Palouse,WA
62817,1600000US5306085,region.place,2013,0.0,52.0,3.0,20.0,3.0,0,26.0,0.0,0.0,0.0,Bingen,WA
62825,1600000US5350745,region.place,2013,0.0,8.0,1.0,3.0,0.0,0,4.0,0.0,0.0,0.0,Odessa,WA
62826,1600000US5350745,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Odessa,WA
62828,1600000US5347315,region.place,2014,0.0,36.0,12.0,5.0,1.0,0,18.0,0.0,0.0,0.0,Mossyrock,WA
62848,1600000US5378680,region.place,2013,0.0,24.0,3.0,8.0,1.0,0,12.0,0.0,0.0,0.0,Wilbur,WA
62849,1600000US5378680,region.place,2014,0.0,14.0,2.0,2.0,3.0,0,7.0,0.0,0.0,0.0,Wilbur,WA
62855,1600000US5350430,region.place,2013,0.0,52.0,11.0,12.0,2.0,0,25.0,1.0,0.0,1.0,Oakville,WA
62863,1600000US5360160,region.place,2013,0.0,36.0,2.0,13.0,2.0,0,17.0,0.0,1.0,1.0,Roy,WA
62864,1600000US5360160,region.place,2014,0.0,14.0,1.0,5.0,1.0,0,7.0,0.0,0.0,0.0,Roy,WA
62873,1600000US5357465,region.place,2014,0.0,12.0,1.0,5.0,0.0,0,6.0,0.0,0.0,0.0,Reardan,WA
62878,1600000US5359775,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Rosalia,WA
62887,1600000US5326140,region.place,2013,0.0,8.0,0.0,3.0,1.0,0,4.0,0.0,0.0,0.0,Garfield,WA
62897,1600000US5379380,region.place,2013,0.0,14.0,2.0,5.0,0.0,0,7.0,0.0,0.0,0.0,Winthrop,WA
62898,1600000US5379380,region.place,2014,0.0,28.0,6.0,7.0,1.0,0,14.0,0.0,0.0,0.0,Winthrop,WA
62902,1600000US5313890,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Colton,WA
62903,1600000US5313890,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Colton,WA
63683,1600000US5562250,region.place,2014,0.0,306.0,10.0,134.0,4.0,0,148.0,4.0,1.0,5.0,Pewaukee,WI
63842,1600000US5527075,region.place,2013,0.0,132.0,4.0,61.0,0.0,0,65.0,0.0,1.0,1.0,Fox Point,WI
64184,1600000US5517775,region.place,2013,0.0,46.0,3.0,20.0,0.0,0,23.0,0.0,0.0,0.0,Cross Plains,WI
64185,1600000US5517775,region.place,2014,0.0,48.0,0.0,24.0,0.0,0,24.0,0.0,0.0,0.0,Cross Plains,WI
64264,1600000US5583925,region.place,2014,0.0,96.0,3.0,41.0,0.0,0,44.0,4.0,0.0,4.0,Waterloo,WI
64316,1600000US5509725,region.place,2013,0.0,52.0,12.0,14.0,0.0,0,26.0,0.0,0.0,0.0,Brillion,WI
64324,1600000US5501000,region.place,2013,0.0,168.0,1.0,81.0,1.0,0,83.0,1.0,0.0,1.0,Algoma,WI
64340,1600000US5539350,region.place,2013,0.0,116.0,11.0,47.0,0.0,0,58.0,0.0,0.0,0.0,Kewaunee,WI
64341,1600000US5539350,region.place,2014,0.0,46.0,1.0,17.0,0.0,0,18.0,4.0,1.0,5.0,Kewaunee,WI
64477,1600000US5546400,region.place,2013,0.0,26.0,1.0,11.0,1.0,0,13.0,0.0,0.0,0.0,Luxemburg,WI
64478,1600000US5546400,region.place,2014,0.0,22.0,1.0,10.0,0.0,0,11.0,0.0,0.0,0.0,Luxemburg,WI
64691,1600000US5573750,region.place,2013,0.0,126.0,7.0,56.0,0.0,0,63.0,0.0,0.0,0.0,Shorewood Hills,WI
64692,1600000US5573750,region.place,2014,0.0,74.0,3.0,34.0,0.0,0,37.0,0.0,0.0,0.0,Shorewood Hills,WI
64754,1600000US5568325,region.place,2013,0.0,20.0,2.0,7.0,0.0,0,9.0,0.0,1.0,1.0,River Hills,WI
64755,1600000US5568325,region.place,2014,0.0,20.0,3.0,5.0,2.0,0,10.0,0.0,0.0,0.0,River Hills,WI
64821,1600000US5553875,region.place,2013,0.0,56.0,5.0,23.0,0.0,0,28.0,0.0,0.0,0.0,Montello,WI
64822,1600000US5553875,region.place,2014,0.0,42.0,3.0,18.0,0.0,0,21.0,0.0,0.0,0.0,Montello,WI
64883,1600000US5504550,region.place,2014,0.0,22.0,1.0,10.0,0.0,0,11.0,0.0,0.0,0.0,Bangor,WI
64968,1600000US5585575,region.place,2013,0.0,24.0,2.0,8.0,2.0,0,12.0,0.0,0.0,0.0,Westfield,WI
64969,1600000US5585575,region.place,2014,0.0,24.0,1.0,10.0,1.0,0,12.0,0.0,0.0,0.0,Westfield,WI
65073,1600000US5573625,region.place,2013,0.0,22.0,0.0,11.0,0.0,0,11.0,0.0,0.0,0.0,Shiocton,WI
65074,1600000US5573625,region.place,2014,0.0,18.0,0.0,9.0,0.0,0,9.0,0.0,0.0,0.0,Shiocton,WI
65082,1600000US5588925,region.place,2014,0.0,38.0,3.0,15.0,0.0,0,18.0,0.0,1.0,1.0,Woodruff,WI
65152,1600000US5560875,region.place,2013,0.0,38.0,6.0,13.0,0.0,0,19.0,0.0,0.0,0.0,Oxford,WI
65153,1600000US5560875,region.place,2014,0.0,28.0,4.0,10.0,0.0,0,14.0,0.0,0.0,0.0,Oxford,WI
65189,1600000US5579675,region.place,2014,0.0,36.0,10.0,8.0,0.0,0,18.0,0.0,0.0,0.0,Three Lakes,WI
65192,1600000US5524075,region.place,2013,0.0,4.0,0.0,2.0,0.0,0,2.0,0.0,0.0,0.0,Endeavor,WI
65193,1600000US5524075,region.place,2014,0.0,10.0,1.0,3.0,1.0,0,5.0,0.0,0.0,0.0,Endeavor,WI
65197,1600000US5556125,region.place,2013,0.0,8.0,0.0,3.0,1.0,0,4.0,0.0,0.0,0.0,Neshkoro,WI
65198,1600000US5556125,region.place,2014,0.0,12.0,1.0,5.0,0.0,0,6.0,0.0,0.0,0.0,Neshkoro,WI
65352,1600000US5439532,region.place,2013,0.0,322.0,23.0,132.0,3.0,0,158.0,3.0,0.0,3.0,Hurricane,WV
65372,1600000US5432716,region.place,2014,0.0,18.0,1.0,7.0,0.0,1,8.0,0.0,0.0,1.0,Grafton,WV
65394,1600000US5485972,region.place,2014,0.0,8.0,0.0,4.0,0.0,0,4.0,0.0,0.0,0.0,Weston,WV
65403,1600000US5404276,region.place,2013,0.0,580.0,16.0,270.0,3.0,0,289.0,1.0,0.0,1.0,Barboursville,WV
65420,1600000US5467108,region.place,2013,0.0,90.0,9.0,36.0,0.0,0,45.0,0.0,0.0,0.0,Ravenswood,WV
65438,1600000US5468596,region.place,2014,0.0,24.0,0.0,12.0,0.0,0,12.0,0.0,0.0,0.0,Ripley,WV
65481,1600000US5485324,region.place,2013,0.0,64.0,16.0,14.0,2.0,0,32.0,0.0,0.0,0.0,Wellsburg,WV
65500,1600000US5415076,region.place,2014,0.0,36.0,5.0,11.0,0.0,0,16.0,1.0,1.0,2.0,Chester,WV
65519,1600000US5475820,region.place,2013,0.0,148.0,12.0,59.0,1.0,0,72.0,2.0,0.0,2.0,Spencer,WV
65548,1600000US5435428,region.place,2014,0.0,10.0,1.0,4.0,0.0,0,5.0,0.0,0.0,0.0,Harrisville,WV
65554,1600000US5470084,region.place,2014,0.0,6.0,3.0,0.0,0.0,0,3.0,0.0,0.0,0.0,Romney,WV
65569,1600000US5424292,region.place,2014,0.0,2.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,Eleanor,WV
65583,1600000US5432044,region.place,2013,0.0,6.0,0.0,3.0,0.0,0,3.0,0.0,0.0,0.0,Glenville,WV
65615,1600000US5474380,region.place,2014,0.0,14.0,2.0,5.0,0.0,0,7.0,0.0,0.0,0.0,Sistersville,WV
65616,1600000US5451724,region.place,2013,0.0,56.0,6.0,18.0,1.0,0,25.0,0.0,3.0,3.0,Marmet,WV
65617,1600000US5451724,region.place,2014,0.0,52.0,9.0,13.0,4.0,0,26.0,0.0,0.0,0.0,Marmet,WV
65619,1600000US5466652,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Rainelle,WV
65621,1600000US5462284,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Parsons,WV
65624,1600000US5456404,region.place,2013,0.0,18.0,4.0,4.0,1.0,0,9.0,0.0,0.0,0.0,Mount Hope,WV
65631,1600000US5485876,region.place,2013,0.0,2.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,West Liberty,WV
65632,1600000US5485876,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,West Liberty,WV
65651,1600000US5486116,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,West Union,WV
65669,1600000US5475172,region.place,2013,0.0,92.0,6.0,38.0,1.0,0,45.0,0.0,1.0,1.0,Sophia,WV
65677,1600000US5400772,region.place,2013,0.0,20.0,0.0,10.0,0.0,0,10.0,0.0,0.0,0.0,Alderson,WV
65678,1600000US5400772,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Alderson,WV
65698,1600000US5431324,region.place,2014,0.0,50.0,6.0,17.0,2.0,0,25.0,0.0,0.0,0.0,Glasgow,WV
65706,1600000US5405452,region.place,2013,0.0,2.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,Beech Bottom,WV
65707,1600000US5405452,region.place,2014,0.0,4.0,0.0,2.0,0.0,0,2.0,0.0,0.0,0.0,Beech Bottom,WV
65709,1600000US5486620,region.place,2014,0.0,14.0,0.0,6.0,1.0,0,7.0,0.0,0.0,0.0,White Hall,WV
65714,1600000US5415916,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Clearview,WV
65720,1600000US5467636,region.place,2013,0.0,2.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,Reedsville,WV
65721,1600000US5467636,region.place,2014,0.0,6.0,0.0,3.0,0.0,0,3.0,0.0,0.0,0.0,Reedsville,WV
65738,1600000US5452420,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Matoaka,WV
66064,1600000US5620110,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Diamondville,WY
