,area_id,area_type,year,Aggravated assault,All Crimes,Burglary,Larceny,Motor vehicle theft,Murder and nonnegligent manslaughter,Property crime,Rape (revised definition),Robbery,Violent crime,City,State
219,1600000US0270760,region.place,2014,0.0,36.0,2.0,16.0,0.0,0,18.0,0.0,0.0,0.0,Skagway,AK
409,1600000US0102956,region.place,2014,0.0,1514.0,82.0,663.0,6.0,0,751.0,2.0,4.0,6.0,Athens,AL
785,1600000US0131912,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Greenville,AL
936,1600000US0114464,region.place,2013,0.0,210.0,42.0,59.0,3.0,0,104.0,0.0,1.0,1.0,Childersburg,AL
1223,1600000US0113672,region.place,2013,0.0,72.0,9.0,25.0,2.0,0,36.0,0.0,0.0,0.0,Centreville,AL
1292,1600000US0118856,region.place,2013,0.0,50.0,5.0,17.0,3.0,0,25.0,0.0,0.0,0.0,Crossville,AL
1517,1600000US0174400,region.place,2014,0.0,42.0,1.0,18.0,2.0,0,21.0,0.0,0.0,0.0,Sylvania,AL
1536,1600000US0151456,region.place,2014,0.0,66.0,6.0,23.0,4.0,0,33.0,0.0,0.0,0.0,Morris,AL
1572,1600000US0168280,region.place,2013,0.0,82.0,12.0,25.0,4.0,0,41.0,0.0,0.0,0.0,Sardis City,AL
1573,1600000US0168280,region.place,2014,0.0,86.0,5.0,30.0,8.0,0,43.0,0.0,0.0,0.0,Sardis City,AL
1617,1600000US0153856,region.place,2014,0.0,68.0,9.0,23.0,1.0,0,33.0,1.0,0.0,1.0,New Brockton,AL
1780,1600000US0156472,region.place,2014,0.0,46.0,12.0,11.0,0.0,0,23.0,0.0,0.0,0.0,Ohatchee,AL
1853,1600000US0100484,region.place,2013,0.0,52.0,6.0,17.0,2.0,0,25.0,1.0,0.0,1.0,Addison,AL
1914,1600000US0172888,region.place,2014,0.0,14.0,1.0,4.0,1.0,0,6.0,0.0,1.0,1.0,Steele,AL
2001,1600000US0170536,region.place,2013,0.0,82.0,7.0,32.0,2.0,0,41.0,0.0,0.0,0.0,Silverhill,AL
2352,1600000US0509460,region.place,2013,0.0,1834.0,204.0,668.0,33.0,0,905.0,5.0,7.0,12.0,Bryant,AR
2652,1600000US0528510,region.place,2013,0.0,16.0,2.0,5.0,1.0,0,8.0,0.0,0.0,0.0,Greenbrier,AR
2865,1600000US0502590,region.place,2014,0.0,194.0,20.0,67.0,8.0,0,95.0,2.0,0.0,2.0,Atkins,AR
3032,1600000US0526050,region.place,2014,0.0,104.0,8.0,43.0,0.0,0,51.0,1.0,0.0,1.0,Gassville,AR
3099,1600000US0570100,region.place,2014,0.0,14.0,2.0,5.0,0.0,0,7.0,0.0,0.0,0.0,Tuckerman,AR
3147,1600000US0504180,region.place,2013,0.0,68.0,15.0,18.0,0.0,0,33.0,1.0,0.0,1.0,Bay,AR
3148,1600000US0504180,region.place,2014,0.0,46.0,8.0,14.0,1.0,0,23.0,0.0,0.0,0.0,Bay,AR
3153,1600000US0542500,region.place,2013,0.0,64.0,5.0,27.0,0.0,0,32.0,0.0,0.0,0.0,McCrory,AR
3154,1600000US0542500,region.place,2014,0.0,76.0,13.0,25.0,0.0,0,38.0,0.0,0.0,0.0,McCrory,AR
3166,1600000US0518550,region.place,2013,0.0,24.0,4.0,7.0,1.0,0,12.0,0.0,0.0,0.0,Des Arc,AR
3221,1600000US0548290,region.place,2013,0.0,16.0,0.0,8.0,0.0,0,8.0,0.0,0.0,0.0,Murfreesboro,AR
3223,1600000US0538290,region.place,2013,0.0,80.0,13.0,23.0,1.0,0,37.0,3.0,0.0,3.0,Lamar,AR
3271,1600000US0559480,region.place,2014,0.0,54.0,14.0,11.0,1.0,0,26.0,1.0,0.0,1.0,Rison,AR
3291,1600000US0554710,region.place,2014,0.0,62.0,1.0,28.0,2.0,0,31.0,0.0,0.0,0.0,Perryville,AR
3309,1600000US0558580,region.place,2013,0.0,44.0,6.0,15.0,0.0,0,21.0,1.0,0.0,1.0,Redfield,AR
3327,1600000US0511410,region.place,2014,0.0,4.0,1.0,1.0,0.0,0,2.0,0.0,0.0,0.0,Caraway,AR
3330,1600000US0502470,region.place,2013,0.0,40.0,4.0,14.0,1.0,1,19.0,0.0,0.0,1.0,Ash Flat,AR
3364,1600000US0532257,region.place,2014,0.0,12.0,1.0,5.0,0.0,0,6.0,0.0,0.0,0.0,Highland,AR
3384,1600000US0542170,region.place,2014,0.0,12.0,2.0,4.0,0.0,0,6.0,0.0,0.0,0.0,Luxora,AR
3395,1600000US0510780,region.place,2013,0.0,36.0,7.0,11.0,0.0,0,18.0,0.0,0.0,0.0,Cammack Village,AR
3396,1600000US0510780,region.place,2014,0.0,28.0,6.0,8.0,0.0,0,14.0,0.0,0.0,0.0,Cammack Village,AR
3401,1600000US0568360,region.place,2013,0.0,26.0,4.0,8.0,1.0,0,13.0,0.0,0.0,0.0,Swifton,AR
3411,1600000US0557950,region.place,2014,0.0,78.0,1.0,32.0,4.0,0,37.0,2.0,0.0,2.0,Quitman,AR
3429,1600000US0529230,region.place,2014,0.0,18.0,2.0,4.0,3.0,0,9.0,0.0,0.0,0.0,Guy,AR
3433,1600000US0553240,region.place,2013,0.0,66.0,11.0,21.0,1.0,0,33.0,0.0,0.0,0.0,Pangburn,AR
3434,1600000US0553240,region.place,2014,0.0,34.0,8.0,9.0,0.0,0,17.0,0.0,0.0,0.0,Pangburn,AR
3442,1600000US0543220,region.place,2014,0.0,24.0,3.0,9.0,0.0,0,12.0,0.0,0.0,0.0,McRae,AR
3459,1600000US0510360,region.place,2013,0.0,78.0,8.0,29.0,1.0,0,38.0,1.0,0.0,1.0,Caddo Valley,AR
3461,1600000US0518640,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,De Valls Bluff,AR
3476,1600000US0532200,region.place,2014,0.0,2.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,Highfill,AR
3477,1600000US0517290,region.place,2014,0.0,24.0,2.0,10.0,0.0,0,12.0,0.0,0.0,0.0,Damascus,AR
3482,1600000US0522120,region.place,2014,0.0,20.0,5.0,5.0,0.0,0,10.0,0.0,0.0,0.0,Etowah,AR
3981,1600000US0434120,region.place,2013,0.0,26.0,4.0,8.0,1.0,0,13.0,0.0,0.0,0.0,Huachuca City,AZ
8355,1600000US0828360,region.place,2013,0.0,180.0,6.0,74.0,4.0,0,84.0,5.0,1.0,6.0,Frederick,CO
8629,1600000US0804935,region.place,2014,0.0,158.0,6.0,65.0,7.0,0,78.0,1.0,0.0,1.0,Basalt,CO
8641,1600000US0886750,region.place,2014,0.0,20.0,3.0,6.0,1.0,0,10.0,0.0,0.0,0.0,Yuma,CO
8643,1600000US0869150,region.place,2014,0.0,30.0,3.0,10.0,0.0,0,13.0,2.0,0.0,2.0,Severance,CO
8665,1600000US0871755,region.place,2013,0.0,76.0,1.0,37.0,0.0,0,38.0,0.0,0.0,0.0,Snowmass Village,CO
8666,1600000US0871755,region.place,2014,0.0,100.0,0.0,47.0,3.0,0,50.0,0.0,0.0,0.0,Snowmass Village,CO
8685,1600000US0810105,region.place,2013,0.0,10.0,0.0,4.0,1.0,0,5.0,0.0,0.0,0.0,Buena Vista,CO
8714,1600000US0857025,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Palmer Lake,CO
8722,1600000US0812635,region.place,2013,0.0,58.0,13.0,16.0,0.0,0,29.0,0.0,0.0,0.0,Cedaredge,CO
8794,1600000US0835070,region.place,2013,0.0,44.0,9.0,10.0,3.0,0,22.0,0.0,0.0,0.0,Hayden,CO
8847,1600000US0818310,region.place,2013,0.0,42.0,7.0,14.0,0.0,0,21.0,0.0,0.0,0.0,Crested Butte,CO
8865,1600000US0803950,region.place,2013,0.0,4.0,0.0,0.0,2.0,0,2.0,0.0,0.0,0.0,Ault,CO
8875,1600000US0857300,region.place,2013,0.0,32.0,1.0,15.0,0.0,0,16.0,0.0,0.0,0.0,Paonia,CO
8883,1600000US0873330,region.place,2014,0.0,44.0,11.0,10.0,1.0,0,22.0,0.0,0.0,0.0,Springfield,CO
8890,1600000US0816385,region.place,2013,0.0,14.0,3.0,4.0,0.0,0,7.0,0.0,0.0,0.0,Columbine Valley,CO
8914,1600000US0823740,region.place,2013,0.0,40.0,1.0,18.0,0.0,0,19.0,1.0,0.0,1.0,Elizabeth,CO
8920,1600000US0827975,region.place,2014,0.0,14.0,1.0,5.0,0.0,0,6.0,1.0,0.0,1.0,Fowler,CO
8926,1600000US0837545,region.place,2014,0.0,98.0,9.0,35.0,2.0,0,46.0,3.0,0.0,3.0,Hotchkiss,CO
8929,1600000US0829735,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Georgetown,CO
8944,1600000US0808070,region.place,2013,0.0,20.0,3.0,7.0,0.0,0,10.0,0.0,0.0,0.0,Bow Mar,CO
8945,1600000US0808070,region.place,2014,0.0,12.0,2.0,4.0,0.0,0,6.0,0.0,0.0,0.0,Bow Mar,CO
8963,1600000US0877510,region.place,2013,0.0,46.0,1.0,21.0,1.0,0,23.0,0.0,0.0,0.0,Timnath,CO
8969,1600000US0807410,region.place,2013,0.0,10.0,0.0,4.0,0.0,0,4.0,0.0,1.0,1.0,Blue River,CO
8970,1600000US0807410,region.place,2014,0.0,4.0,1.0,0.0,1.0,0,2.0,0.0,0.0,0.0,Blue River,CO
8977,1600000US0838535,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Ignacio,CO
8986,1600000US0840790,region.place,2013,0.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,Kiowa,CO
8987,1600000US0840790,region.place,2014,0.0,2.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,Kiowa,CO
8989,1600000US0855155,region.place,2013,0.0,30.0,3.0,12.0,0.0,0,15.0,0.0,0.0,0.0,Oak Creek,CO
9019,1600000US0820440,region.place,2014,0.0,32.0,3.0,11.0,0.0,0,14.0,1.0,1.0,2.0,Dillon,CO
9023,1600000US0872395,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,South Fork,CO
9030,1600000US0832650,region.place,2014,0.0,10.0,1.0,4.0,0.0,0,5.0,0.0,0.0,0.0,Green Mountain Falls,CO
9038,1600000US0874485,region.place,2013,0.0,34.0,8.0,6.0,2.0,0,16.0,0.0,1.0,1.0,Stratton,CO
9069,1600000US0819355,region.place,2014,0.0,6.0,0.0,2.0,1.0,0,3.0,0.0,0.0,0.0,De Beque,CO
9101,1600000US0811645,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Campo,CO
9102,1600000US0811645,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Campo,CO
9276,1600000US0977270,region.place,2013,0.0,1114.0,84.0,433.0,31.0,0,548.0,0.0,9.0,9.0,Trumbull,CT
9440,1600000US0904790,region.place,2014,0.0,328.0,22.0,135.0,7.0,0,164.0,0.0,0.0,0.0,Bethel,CT
9448,1600000US0963900,region.place,2013,0.0,152.0,7.0,69.0,0.0,0,76.0,0.0,0.0,0.0,Ridgefield,CT
9612,1600000US0912370,region.place,2013,0.0,148.0,15.0,56.0,1.0,0,72.0,2.0,0.0,2.0,Canton Valley,CT
9613,1600000US0912370,region.place,2014,0.0,148.0,11.0,61.0,0.0,0,72.0,1.0,1.0,2.0,Canton Valley,CT
9638,1600000US0986380,region.place,2013,0.0,226.0,26.0,81.0,6.0,0,113.0,0.0,0.0,0.0,Wilton Center,CT
9648,1600000US0934460,region.place,2014,0.0,2.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,Groton Long Point,CT
9896,1600000US1053920,region.place,2014,0.0,70.0,16.0,17.0,1.0,0,34.0,1.0,0.0,1.0,Ocean View,DE
9959,1600000US1018950,region.place,2014,0.0,96.0,1.0,47.0,0.0,0,48.0,0.0,0.0,0.0,Dagsboro,DE
9960,1600000US1028440,region.place,2014,0.0,12.0,0.0,6.0,0.0,0,6.0,0.0,0.0,0.0,Frederica,DE
10001,1600000US0518640,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,De Valls Bluff,AR
10014,1600000US0819355,region.place,2014,0.0,6.0,0.0,2.0,1.0,0,3.0,0.0,0.0,0.0,De Beque,CO
10022,1600000US1024020,region.place,2014,0.0,4.0,0.0,2.0,0.0,0,2.0,0.0,0.0,0.0,Ellendale,DE
10030,1600000US1026880,region.place,2013,0.0,28.0,5.0,9.0,0.0,0,14.0,0.0,0.0,0.0,Fenwick Island,DE
10031,1600000US1026880,region.place,2014,0.0,28.0,2.0,12.0,0.0,0,14.0,0.0,0.0,0.0,Fenwick Island,DE
11433,1600000US1233450,region.place,2013,0.0,330.0,37.0,123.0,4.0,0,164.0,0.0,1.0,1.0,Indian Harbour Beach,FL
11557,1600000US1241150,region.place,2014,0.0,174.0,21.0,65.0,1.0,0,87.0,0.0,0.0,0.0,Longboat Key,FL
11849,1600000US1233600,region.place,2013,0.0,34.0,3.0,14.0,0.0,0,17.0,0.0,0.0,0.0,Indian River Shores,FL
11850,1600000US1233600,region.place,2014,0.0,24.0,3.0,8.0,1.0,0,12.0,0.0,0.0,0.0,Indian River Shores,FL
11919,1600000US1235850,region.place,2013,0.0,158.0,15.0,61.0,1.0,0,77.0,1.0,1.0,2.0,Juno Beach,FL
11990,1600000US1278050,region.place,2013,0.0,76.0,1.0,37.0,0.0,0,38.0,0.0,0.0,0.0,Windermere,FL
12068,1600000US1274575,region.place,2014,0.0,58.0,6.0,22.0,1.0,0,29.0,0.0,0.0,0.0,Virginia Gardens,FL
12101,1600000US1203275,region.place,2013,0.0,70.0,13.0,20.0,2.0,0,35.0,0.0,0.0,0.0,Bal Harbour,FL
12110,1600000US1219900,region.place,2013,0.0,108.0,24.0,27.0,2.0,0,53.0,0.0,1.0,1.0,Edgewood,FL
12228,1600000US1205125,region.place,2014,0.0,78.0,5.0,32.0,2.0,0,39.0,0.0,0.0,0.0,Belleair Bluffs,FL
12278,1600000US1230850,region.place,2013,0.0,42.0,0.0,20.0,1.0,0,21.0,0.0,0.0,0.0,Hillsboro Beach,FL
12279,1600000US1230850,region.place,2014,0.0,40.0,6.0,14.0,0.0,0,20.0,0.0,0.0,0.0,Hillsboro Beach,FL
12334,1600000US1249725,region.place,2013,0.0,38.0,1.0,16.0,1.0,0,18.0,0.0,1.0,1.0,North Redington Beach,FL
12355,1600000US1207975,region.place,2013,0.0,76.0,5.0,31.0,1.0,0,37.0,1.0,0.0,1.0,Bradenton Beach,FL
12371,1600000US1239700,region.place,2013,0.0,10.0,3.0,2.0,0.0,0,5.0,0.0,0.0,0.0,Lawtey,FL
12425,1600000US1267650,region.place,2013,0.0,22.0,5.0,5.0,1.0,0,11.0,0.0,0.0,0.0,South Palm Beach,FL
12426,1600000US1267650,region.place,2014,0.0,36.0,10.0,7.0,1.0,0,18.0,0.0,0.0,0.0,South Palm Beach,FL
12434,1600000US1228275,region.place,2013,0.0,30.0,0.0,15.0,0.0,0,15.0,0.0,0.0,0.0,Gulf Stream,FL
12435,1600000US1228275,region.place,2014,0.0,26.0,2.0,11.0,0.0,0,13.0,0.0,0.0,0.0,Gulf Stream,FL
12442,1600000US1235525,region.place,2013,0.0,22.0,4.0,4.0,0.0,0,8.0,0.0,3.0,3.0,Jennings,FL
12456,1600000US1264725,region.place,2014,0.0,22.0,0.0,11.0,0.0,0,11.0,0.0,0.0,0.0,Sea Ranch Lakes,FL
12480,1600000US1265425,region.place,2013,0.0,18.0,3.0,4.0,2.0,0,9.0,0.0,0.0,0.0,Shalimar,FL
12488,1600000US1275750,region.place,2014,0.0,18.0,9.0,0.0,0.0,0,9.0,0.0,0.0,0.0,Welaka,FL
12496,1600000US1211225,region.place,2013,0.0,42.0,5.0,15.0,1.0,0,21.0,0.0,0.0,0.0,Cedar Key,FL
12505,1600000US1236325,region.place,2013,0.0,22.0,3.0,8.0,0.0,0,11.0,0.0,0.0,0.0,Key Colony Beach,FL
12506,1600000US1236325,region.place,2014,0.0,24.0,3.0,9.0,0.0,0,12.0,0.0,0.0,0.0,Key Colony Beach,FL
12521,1600000US1235925,region.place,2013,0.0,26.0,3.0,8.0,2.0,0,13.0,0.0,0.0,0.0,Jupiter Island,FL
12522,1600000US1235925,region.place,2014,0.0,58.0,16.0,12.0,1.0,0,29.0,0.0,0.0,0.0,Jupiter Island,FL
12531,1600000US1201000,region.place,2014,0.0,12.0,5.0,1.0,0.0,0,6.0,0.0,0.0,0.0,Altha,FL
12539,1600000US1235900,region.place,2013,0.0,6.0,0.0,2.0,1.0,0,3.0,0.0,0.0,0.0,Jupiter Inlet Colony,FL
12540,1600000US1235900,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Jupiter Inlet Colony,FL
14931,1600000US1957675,region.place,2014,0.0,182.0,5.0,79.0,6.0,0,90.0,1.0,0.0,1.0,Norwalk,IA
15253,1600000US1954840,region.place,2014,0.0,124.0,2.0,58.0,1.0,0,61.0,1.0,0.0,1.0,Mount Vernon,IA
15321,1600000US1982740,region.place,2014,0.0,4.0,0.0,2.0,0.0,0,2.0,0.0,0.0,0.0,Waukon,IA
15397,1600000US1964020,region.place,2014,0.0,68.0,6.0,26.0,2.0,0,34.0,0.0,0.0,0.0,Polk City,IA
15432,1600000US1985845,region.place,2013,0.0,42.0,8.0,12.0,0.0,0,20.0,0.0,1.0,1.0,Williamsburg,IA
15433,1600000US1985845,region.place,2014,0.0,42.0,2.0,18.0,1.0,0,21.0,0.0,0.0,0.0,Williamsburg,IA
15478,1600000US1933195,region.place,2013,0.0,20.0,0.0,10.0,0.0,0,10.0,0.0,0.0,0.0,Grundy Center,IA
15530,1600000US1907075,region.place,2013,0.0,16.0,1.0,7.0,0.0,0,8.0,0.0,0.0,0.0,Blue Grass,IA
15537,1600000US1975135,region.place,2013,0.0,26.0,5.0,7.0,1.0,0,13.0,0.0,0.0,0.0,State Center,IA
15787,1600000US1673450,region.place,2014,0.0,106.0,10.0,39.0,3.0,0,52.0,1.0,0.0,1.0,Shelley,ID
15936,1600000US1627730,region.place,2014,0.0,24.0,4.0,7.0,1.0,0,12.0,0.0,0.0,0.0,Filer,ID
15944,1600000US1606220,region.place,2013,0.0,38.0,11.0,7.0,1.0,0,19.0,0.0,0.0,0.0,Bellevue,ID
15970,1600000US1660940,region.place,2013,0.0,40.0,9.0,9.0,2.0,0,20.0,0.0,0.0,0.0,Parma,ID
16049,1600000US1613780,region.place,2013,0.0,12.0,0.0,6.0,0.0,0,6.0,0.0,0.0,0.0,Challis,ID
16056,1600000US1613150,region.place,2013,0.0,50.0,3.0,21.0,1.0,0,25.0,0.0,0.0,0.0,Cascade,ID
16074,1600000US1634300,region.place,2013,0.0,16.0,0.0,7.0,1.0,0,8.0,0.0,0.0,0.0,Hagerman,ID
16961,1600000US1780242,region.place,2014,0.0,92.0,8.0,35.0,1.0,0,44.0,0.0,2.0,2.0,Western Springs,IL
17079,1600000US1703844,region.place,2014,0.0,214.0,11.0,92.0,3.0,0,106.0,1.0,0.0,1.0,Barrington,IL
17149,1600000US1782400,region.place,2014,0.0,84.0,8.0,32.0,2.0,0,42.0,0.0,0.0,0.0,Winfield,IL
17217,1600000US1737907,region.place,2014,0.0,250.0,15.0,106.0,3.0,0,124.0,0.0,1.0,1.0,Itasca,IL
17235,1600000US1737894,region.place,2014,0.0,156.0,26.0,49.0,1.0,1,76.0,1.0,0.0,2.0,Island Lake,IL
17257,1600000US1733630,region.place,2014,0.0,44.0,5.0,15.0,2.0,0,22.0,0.0,0.0,0.0,Hawthorn Woods,IL
17301,1600000US1780125,region.place,2014,0.0,364.0,11.0,168.0,2.0,0,181.0,1.0,0.0,1.0,West Dundee,IL
17574,1600000US1770564,region.place,2014,0.0,112.0,6.0,50.0,0.0,0,56.0,0.0,0.0,0.0,South Barrington,IL
17681,1600000US1764538,region.place,2014,0.0,44.0,8.0,14.0,0.0,0,22.0,0.0,0.0,0.0,Riverwoods,IL
17699,1600000US1710240,region.place,2014,0.0,60.0,5.0,23.0,2.0,0,30.0,0.0,0.0,0.0,Byron,IL
17717,1600000US1703883,region.place,2014,0.0,38.0,5.0,14.0,0.0,0,19.0,0.0,0.0,0.0,Barrington Hills,IL
17760,1600000US1770889,region.place,2014,0.0,32.0,4.0,11.0,0.0,0,15.0,0.0,1.0,1.0,South Jacksonville,IL
17772,1600000US1782491,region.place,2014,0.0,92.0,6.0,40.0,0.0,0,46.0,0.0,0.0,0.0,Winnebago,IL
17800,1600000US1767821,region.place,2014,0.0,124.0,18.0,41.0,2.0,0,61.0,1.0,0.0,1.0,Savanna,IL
17833,1600000US1739519,region.place,2014,0.0,90.0,9.0,35.0,1.0,0,45.0,0.0,0.0,0.0,Kenilworth,IL
17842,1600000US1719837,region.place,2014,0.0,62.0,0.0,31.0,0.0,0,31.0,0.0,0.0,0.0,Diamond,IL
17866,1600000US1711527,region.place,2014,0.0,26.0,3.0,9.0,1.0,0,13.0,0.0,0.0,0.0,Carthage,IL
17870,1600000US1779397,region.place,2014,0.0,14.0,6.0,1.0,0.0,0,7.0,0.0,0.0,0.0,Wayne,IL
17919,1600000US1755041,region.place,2014,0.0,14.0,0.0,7.0,0.0,0,7.0,0.0,0.0,0.0,Oakwood Hills,IL
17938,1600000US1752116,region.place,2014,0.0,44.0,3.0,19.0,0.0,0,22.0,0.0,0.0,0.0,New Athens,IL
17988,1600000US1703181,region.place,2014,0.0,16.0,0.0,8.0,0.0,0,8.0,0.0,0.0,0.0,Aviston,IL
18003,1600000US1756601,region.place,2014,0.0,14.0,2.0,5.0,0.0,0,7.0,0.0,0.0,0.0,Orion,IL
18029,1600000US1750881,region.place,2014,0.0,36.0,2.0,16.0,0.0,0,18.0,0.0,0.0,0.0,Mount Carroll,IL
18081,1600000US1739909,region.place,2014,0.0,22.0,2.0,9.0,0.0,0,11.0,0.0,0.0,0.0,Kincaid,IL
18089,1600000US1778942,region.place,2014,0.0,8.0,2.0,0.0,0.0,1,2.0,0.0,1.0,2.0,Warsaw,IL
18124,1600000US1779358,region.place,2014,0.0,10.0,1.0,3.0,1.0,0,5.0,0.0,0.0,0.0,Waverly,IL
18129,1600000US1720045,region.place,2014,0.0,26.0,2.0,11.0,0.0,0,13.0,0.0,0.0,0.0,Divernon,IL
18133,1600000US1778201,region.place,2014,0.0,2.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,Virginia,IL
18153,1600000US1702505,region.place,2014,0.0,20.0,3.0,7.0,0.0,0,10.0,0.0,0.0,0.0,Ashland,IL
18157,1600000US1731368,region.place,2014,0.0,16.0,2.0,6.0,0.0,0,8.0,0.0,0.0,0.0,Greenfield,IL
18162,1600000US1703610,region.place,2014,0.0,20.0,0.0,10.0,0.0,0,10.0,0.0,0.0,0.0,Bannockburn,IL
18164,1600000US1752168,region.place,2014,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,New Berlin,IL
18185,1600000US1775874,region.place,2014,0.0,8.0,1.0,3.0,0.0,0,4.0,0.0,0.0,0.0,Tower Lakes,IL
18193,1600000US1727689,region.place,2014,0.0,10.0,1.0,3.0,0.0,0,4.0,1.0,0.0,1.0,Franklin Grove,IL
18201,1600000US1751128,region.place,2014,0.0,18.0,0.0,9.0,0.0,0,9.0,0.0,0.0,0.0,Mount Pulaski,IL
18204,1600000US1718537,region.place,2014,0.0,12.0,5.0,1.0,0.0,0,6.0,0.0,0.0,0.0,Danvers,IL
18212,1600000US1729041,region.place,2014,0.0,22.0,2.0,9.0,0.0,0,11.0,0.0,0.0,0.0,Germantown,IL
18217,1600000US1778916,region.place,2014,0.0,8.0,1.0,3.0,0.0,0,4.0,0.0,0.0,0.0,Warrensburg,IL
18220,1600000US1700555,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Albers,IL
18232,1600000US1746864,region.place,2014,0.0,34.0,13.0,4.0,0.0,0,17.0,0.0,0.0,0.0,Marine,IL
18250,1600000US1749191,region.place,2014,0.0,18.0,1.0,7.0,0.0,0,8.0,1.0,0.0,1.0,Milledgeville,IL
18252,1600000US1722645,region.place,2014,0.0,10.0,1.0,4.0,0.0,0,5.0,0.0,0.0,0.0,Edinburg,IL
18260,1600000US1730445,region.place,2014,0.0,142.0,3.0,68.0,0.0,0,71.0,0.0,0.0,0.0,Goodfield,IL
18267,1600000US1729483,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Glasford,IL
18270,1600000US1746279,region.place,2014,0.0,2.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,Malta,IL
18273,1600000US1736126,region.place,2014,0.0,14.0,3.0,4.0,0.0,0,7.0,0.0,0.0,0.0,Hopedale,IL
18279,1600000US1740065,region.place,2014,0.0,12.0,0.0,6.0,0.0,0,6.0,0.0,0.0,0.0,Kingston,IL
18297,1600000US1700516,region.place,2014,0.0,16.0,3.0,4.0,0.0,0,7.0,0.0,1.0,1.0,Albany,IL
18310,1600000US1718706,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Davis,IL
18323,1600000US1762965,region.place,2014,0.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,Raymond,IL
18327,1600000US1745811,region.place,2014,0.0,24.0,8.0,4.0,0.0,0,12.0,0.0,0.0,0.0,McLean,IL
18333,1600000US1718940,region.place,2014,0.0,26.0,4.0,8.0,1.0,0,13.0,0.0,0.0,0.0,Deer Creek,IL
18339,1600000US1772260,region.place,2014,0.0,12.0,1.0,5.0,0.0,0,6.0,0.0,0.0,0.0,Stanford,IL
18343,1600000US1726987,region.place,2014,0.0,76.0,4.0,26.0,7.0,0,37.0,0.0,1.0,1.0,Forest View,IL
18351,1600000US1769836,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Sidell,IL
18356,1600000US1761366,region.place,2014,0.0,12.0,2.0,4.0,0.0,0,6.0,0.0,0.0,0.0,Potomac,IL
18362,1600000US1768991,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Shannon,IL
18367,1600000US1706470,region.place,2014,0.0,2.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,Blandinsville,IL
18812,1600000US2004400,region.place,2013,0.0,102.0,11.0,36.0,4.0,0,51.0,0.0,0.0,0.0,Basehor,KS
18832,1600000US2003900,region.place,2013,0.0,156.0,20.0,51.0,7.0,0,78.0,0.0,0.0,0.0,Baldwin City,KS
18894,1600000US2033425,region.place,2014,0.0,26.0,0.0,11.0,0.0,0,11.0,2.0,0.0,2.0,Hugoton,KS
19187,1600000US2032575,region.place,2014,0.0,62.0,6.0,23.0,1.0,0,30.0,0.0,1.0,1.0,Holcomb,KS
19195,1600000US2047075,region.place,2014,0.0,60.0,11.0,19.0,0.0,0,30.0,0.0,0.0,0.0,Minneapolis,KS
19247,1600000US2051225,region.place,2013,0.0,20.0,0.0,10.0,0.0,0,10.0,0.0,0.0,0.0,North Newton,KS
19253,1600000US2052000,region.place,2013,0.0,40.0,3.0,15.0,2.0,0,20.0,0.0,0.0,0.0,Oberlin,KS
19290,1600000US2077500,region.place,2013,0.0,84.0,11.0,27.0,4.0,0,42.0,0.0,0.0,0.0,Westwood,KS
19291,1600000US2077500,region.place,2014,0.0,72.0,11.0,23.0,2.0,0,36.0,0.0,0.0,0.0,Westwood,KS
19292,1600000US2056150,region.place,2013,0.0,24.0,6.0,6.0,0.0,0,12.0,0.0,0.0,0.0,Plainville,KS
